championship_name,event,round,player_a,state_a,score_a,player_b,state_b,score_b,winner
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Aniket Gavade,Maharashtra,7,Yashu,Haryana,1,Aniket Gavade
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Gaurav Chandane,Maharashtra,6,Pawan Jadhav,Maharashtra,0,Gaurav Chandane
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Roshan Solanke,Maharashtra,7,Monu Kumar,Delhi,3,Roshan Solanke
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Roshan Solanke,Maharashtra,7,Monu Kumar,Delhi,3,Roshan Solanke
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Madho Birua,Jharkhand,1,Rahul,Haryana,7,Rahul
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Keisham Singh,Manipur,5,Chingakham Singh,Manipur,5,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Guduru Lokesh,Andhra Pradesh,6,Dasarath Rajagopal,Kerala,0,Guduru Lokesh
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Akumala Sathwik,Andhra Pradesh,1,Gurmann Kamboj,Punjab,7,Gurmann Kamboj
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Arun Baro,Assam,5,Elangbam Meitei,Manipur,5,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Kayam Laxman,Telangana,0,Subham,Uttar Pradesh,6,Subham
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Adarsh Panwar,Uttarakhand,6,Sraban Mandangi,Odisha,4,Adarsh Panwar
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Chanambam Singh,Manipur,6,Gemmeli Naidu,Andhra Pradesh,4,Chanambam Singh
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Manish Manish,Uttar Pradesh,7,Jaydeep Kushwaha,Uttar Pradesh,3,Manish Manish
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Ashish Malik,Haryana,5,Aniket Gavade,Maharashtra,5,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Gaurav Chandane,Maharashtra,7,Roshan Solanke,Maharashtra,3,Gaurav Chandane
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Rahul,Haryana,2,Chingakham Singh,Manipur,6,Chingakham Singh
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Guduru Lokesh,Andhra Pradesh,5,Gurmann Kamboj,Punjab,5,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Elangbam Meitei,Manipur,2,Subham,Uttar Pradesh,6,Subham
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Adarsh Panwar,Uttarakhand,7,Chanambam Singh,Manipur,3,Adarsh Panwar
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Manish Manish,Uttar Pradesh,6,Ashish Malik,Haryana,4,Manish Manish
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Gaurav Chandane,Maharashtra,3,Chingakham Singh,Manipur,7,Chingakham Singh
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Gurmann Kamboj,Punjab,1,Subham,Uttar Pradesh,7,Subham
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Adarsh Panwar,Uttarakhand,2,Manish Manish,Uttar Pradesh,6,Manish Manish
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Chingakham Singh,Manipur,2,Subham,Uttar Pradesh,6,Subham
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Manish Manish,Uttar Pradesh,,Subham,Uttar Pradesh,,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Manish Manish,Uttar Pradesh,,,,,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Adarsh Panwar,Uttarakhand,0,Chingakham Singh,Manipur,0,
38th National Games Uttarakhand,Indian Round Men Individual,Bronze,Adarsh Panwar,Uttarakhand,,,,,
38th National Games Uttarakhand,Recurve Men Team,Quarter Final,Services Sports Control Board,,6,Rajasthan,,2,Services Sports Control Board
38th National Games Uttarakhand,Recurve Men Team,Quarter Final,Jharkhand,,6,Uttarakhand,,0,Jharkhand
38th National Games Uttarakhand,Recurve Men Team,Quarter Final,Uttar Pradesh,,6,Assam,,0,Uttar Pradesh
38th National Games Uttarakhand,Recurve Men Team,Quarter Final,Delhi,,1,Haryana,,5,Haryana
38th National Games Uttarakhand,Recurve Men Team,Semi Final,Services Sports Control Board,,3,Jharkhand,,5,Jharkhand
38th National Games Uttarakhand,Recurve Men Team,Semi Final,Uttar Pradesh,,5,Haryana,,4,Uttar Pradesh
38th National Games Uttarakhand,Recurve Men Team,Final,Jharkhand,,5,Uttar Pradesh,,4,Jharkhand
38th National Games Uttarakhand,Recurve Men Team,Winner,Jharkhand,,,,,,
38th National Games Uttarakhand,Recurve Men Team,Quarter Final,Services Sports Control Board,,5,Haryana,,4,Services Sports Control Board
38th National Games Uttarakhand,Recurve Men Team,Semi Final,Services Sports Control Board,,,,,,
38th National Games Uttarakhand,Recurve Men Team,Bronze,Services Sports Control Board,,6,Rajasthan,,2,Services Sports Control Board
38th National Games Uttarakhand,Recurve Men Team,Bronze,Jharkhand,,6,Uttarakhand,,0,Jharkhand
38th National Games Uttarakhand,Recurve Men Team,Bronze,Uttar Pradesh,,6,Assam,,0,Uttar Pradesh
38th National Games Uttarakhand,Recurve Men Team,Bronze,Delhi,,1,Haryana,,5,Haryana
38th National Games Uttarakhand,Recurve Men Team,Bronze,Services Sports Control Board,,3,Jharkhand,,5,Jharkhand
38th National Games Uttarakhand,Recurve Men Team,Bronze,Uttar Pradesh,,5,Haryana,,4,Uttar Pradesh
38th National Games Uttarakhand,Recurve Men Team,Bronze,Jharkhand,,5,Uttar Pradesh,,4,Jharkhand
38th National Games Uttarakhand,Recurve Men Team,Bronze,Jharkhand,,,,,,
38th National Games Uttarakhand,Recurve Men Team,Bronze,Services Sports Control Board,,5,Haryana,,4,Services Sports Control Board
38th National Games Uttarakhand,Recurve Men Team,Bronze,Services Sports Control Board,,,,,,
38th National Games Uttarakhand,Compound Men Team,Quarter Final,Haryana,,235,Uttarakhand,,231,Haryana
38th National Games Uttarakhand,Compound Men Team,Quarter Final,Punjab,,229,Rajasthan,,232,Rajasthan
38th National Games Uttarakhand,Compound Men Team,Quarter Final,Maharashtra,,230,Jammu and Kashmir,,231,Jammu and Kashmir
38th National Games Uttarakhand,Compound Men Team,Quarter Final,Services Sports Control Board,,232,Delhi,,237,Delhi
38th National Games Uttarakhand,Compound Men Team,Semi Final,Haryana,,232,Rajasthan,,227,Haryana
38th National Games Uttarakhand,Compound Men Team,Semi Final,Jammu and Kashmir,,229,Delhi,,235,Delhi
38th National Games Uttarakhand,Compound Men Team,Final,Delhi,,234,Haryana,,232,Delhi
38th National Games Uttarakhand,Compound Men Team,Winner,Delhi,,,,,,
38th National Games Uttarakhand,Compound Men Team,Quarter Final,Rajasthan,,229,Jammu and Kashmir,,222,Rajasthan
38th National Games Uttarakhand,Compound Men Team,Semi Final,Rajasthan,,,,,,
38th National Games Uttarakhand,Compound Men Team,Bronze,Haryana,,235,Uttarakhand,,231,Haryana
38th National Games Uttarakhand,Compound Men Team,Bronze,Punjab,,229,Rajasthan,,232,Rajasthan
38th National Games Uttarakhand,Compound Men Team,Bronze,Maharashtra,,230,Jammu and Kashmir,,231,Jammu and Kashmir
38th National Games Uttarakhand,Compound Men Team,Bronze,Services Sports Control Board,,232,Delhi,,237,Delhi
38th National Games Uttarakhand,Compound Men Team,Bronze,Haryana,,232,Rajasthan,,227,Haryana
38th National Games Uttarakhand,Compound Men Team,Bronze,Jammu and Kashmir,,229,Delhi,,235,Delhi
38th National Games Uttarakhand,Compound Men Team,Bronze,Delhi,,234,Haryana,,232,Delhi
38th National Games Uttarakhand,Compound Men Team,Bronze,Delhi,,,,,,
38th National Games Uttarakhand,Compound Men Team,Bronze,Rajasthan,,229,Jammu and Kashmir,,222,Rajasthan
38th National Games Uttarakhand,Compound Men Team,Bronze,Rajasthan,,,,,,
38th National Games Uttarakhand,Indian Round Men Team,Quarter Final,Uttar Pradesh,,6,Rajasthan,,0,Uttar Pradesh
38th National Games Uttarakhand,Indian Round Men Team,Quarter Final,Maharashtra,,6,Andhra Pradesh,,0,Maharashtra
38th National Games Uttarakhand,Indian Round Men Team,Quarter Final,Haryana,,6,Uttarakhand,,0,Haryana
38th National Games Uttarakhand,Indian Round Men Team,Quarter Final,Odisha,,6,Manipur,,2,Odisha
38th National Games Uttarakhand,Indian Round Men Team,Semi Final,Uttar Pradesh,,5,Maharashtra,,3,Uttar Pradesh
38th National Games Uttarakhand,Indian Round Men Team,Semi Final,Haryana,,6,Odisha,,2,Haryana
38th National Games Uttarakhand,Indian Round Men Team,Final,Uttar Pradesh,,,Haryana,,,
38th National Games Uttarakhand,Indian Round Men Team,Winner,Uttar Pradesh,,,,,,
38th National Games Uttarakhand,Indian Round Men Team,Quarter Final,Maharashtra,,0,Odisha,,0,
38th National Games Uttarakhand,Indian Round Men Team,Semi Final,Maharashtra,,,,,,
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Uttar Pradesh,,6,Rajasthan,,0,Uttar Pradesh
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Maharashtra,,6,Andhra Pradesh,,0,Maharashtra
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Haryana,,6,Uttarakhand,,0,Haryana
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Odisha,,6,Manipur,,2,Odisha
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Uttar Pradesh,,5,Maharashtra,,3,Uttar Pradesh
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Haryana,,6,Odisha,,2,Haryana
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Uttar Pradesh,,,Haryana,,,
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Uttar Pradesh,,,,,,
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Maharashtra,,0,Odisha,,0,
38th National Games Uttarakhand,Indian Round Men Team,Bronze,Maharashtra,,,,,,
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Deepika Kumari,Jharkhand,6,Rimil Hembram,West Bengal,0,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Maitriben Padhiyar,Gujarat,2,Gunjan Kumari,Delhi,6,Gunjan Kumari
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Sharvari Shende,Maharashtra,4,Kondapavuluri Sri,Andhra Pradesh,6,Kondapavuluri Sri
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Pranjal Tholiya,Rajasthan,2,Simranjeet Kaur,Punjab,6,Simranjeet Kaur
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Gatha Khadake,Maharashtra,6,Tamanna Verma,Jharkhand,0,Gatha Khadake
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Aditi Jaiswal,West Bengal,4,Kirti,Haryana,6,Kirti
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Mukta Modgi,Maharashtra,7,Anisha Das,Assam,3,Mukta Modgi
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Jashna Brahma,Assam,4,Bhagora Bhargaviben,Gujarat,6,Bhagora Bhargaviben
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Basanti Mahato,West Bengal,6,Punam Singh,Bihar,2,Basanti Mahato
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Ruma Biswas,West Bengal,7,Promila Daimary,Assam,3,Ruma Biswas
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Anshika Kumari,Bihar,6,Harpreet Kaur,Rajasthan,4,Anshika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Veerpal Kaur,Punjab,2,Vaishnavi Pawar,Maharashtra,6,Vaishnavi Pawar
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Ankita Bhakat,Jharkhand,6,Avani,Haryana,0,Ankita Bhakat
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Diksha Nayak,Chhattisgarh,0,Bhajan Kaur,Haryana,6,Bhajan Kaur
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Sonali Basumatary,Assam,6,Jahnvi Deshmukh,Madhya Pradesh,4,Sonali Basumatary
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Kratika Bichpuriya,Madhya Pradesh,2,Komalika Bari,Jharkhand,6,Komalika Bari
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Deepika Kumari,Jharkhand,6,Gunjan Kumari,Delhi,2,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Kondapavuluri Sri,Andhra Pradesh,0,Simranjeet Kaur,Punjab,6,Simranjeet Kaur
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Gatha Khadake,Maharashtra,7,Kirti,Haryana,3,Gatha Khadake
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Mukta Modgi,Maharashtra,2,Bhagora Bhargaviben,Gujarat,6,Bhagora Bhargaviben
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Basanti Mahato,West Bengal,5,Ruma Biswas,West Bengal,6,Ruma Biswas
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Anshika Kumari,Bihar,6,Vaishnavi Pawar,Maharashtra,4,Anshika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Ankita Bhakat,Jharkhand,6,Bhajan Kaur,Haryana,2,Ankita Bhakat
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Sonali Basumatary,Assam,2,Komalika Bari,Jharkhand,6,Komalika Bari
38th National Games Uttarakhand,Recurve Women Individual,Quarter Final,Deepika Kumari,Jharkhand,6,Simranjeet Kaur,Punjab,5,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Quarter Final,Gatha Khadake,Maharashtra,6,Bhagora Bhargaviben,Gujarat,4,Gatha Khadake
38th National Games Uttarakhand,Recurve Women Individual,Quarter Final,Ruma Biswas,West Bengal,4,Anshika Kumari,Bihar,6,Anshika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Quarter Final,Ankita Bhakat,Jharkhand,5,Komalika Bari,Jharkhand,6,Komalika Bari
38th National Games Uttarakhand,Recurve Women Individual,Semi Final,Deepika Kumari,Jharkhand,6,Gatha Khadake,Maharashtra,5,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Semi Final,Anshika Kumari,Bihar,6,Komalika Bari,Jharkhand,4,Anshika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Final,Deepika Kumari,Jharkhand,6,Anshika Kumari,Bihar,4,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Winner,Deepika Kumari,Jharkhand,,,,,
38th National Games Uttarakhand,Recurve Women Individual,Round 1,Gatha Khadake,Maharashtra,4,Komalika Bari,Jharkhand,6,Komalika Bari
38th National Games Uttarakhand,Recurve Women Individual,Round 2,Komalika Bari,Jharkhand,,,,,
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Deepika Kumari,Jharkhand,6,Rimil Hembram,West Bengal,0,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Maitriben Padhiyar,Gujarat,2,Gunjan Kumari,Delhi,6,Gunjan Kumari
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Sharvari Shende,Maharashtra,4,Kondapavuluri Sri,Andhra Pradesh,6,Kondapavuluri Sri
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Pranjal Tholiya,Rajasthan,2,Simranjeet Kaur,Punjab,6,Simranjeet Kaur
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Gatha Khadake,Maharashtra,6,Tamanna Verma,Jharkhand,0,Gatha Khadake
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Aditi Jaiswal,West Bengal,4,Kirti,Haryana,6,Kirti
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Mukta Modgi,Maharashtra,7,Anisha Das,Assam,3,Mukta Modgi
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Jashna Brahma,Assam,4,Bhagora Bhargaviben,Gujarat,6,Bhagora Bhargaviben
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Basanti Mahato,West Bengal,6,Punam Singh,Bihar,2,Basanti Mahato
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Ruma Biswas,West Bengal,7,Promila Daimary,Assam,3,Ruma Biswas
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Anshika Kumari,Bihar,6,Harpreet Kaur,Rajasthan,4,Anshika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Veerpal Kaur,Punjab,2,Vaishnavi Pawar,Maharashtra,6,Vaishnavi Pawar
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Ankita Bhakat,Jharkhand,6,Avani,Haryana,0,Ankita Bhakat
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Diksha Nayak,Chhattisgarh,0,Bhajan Kaur,Haryana,6,Bhajan Kaur
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Sonali Basumatary,Assam,6,Jahnvi Deshmukh,Madhya Pradesh,4,Sonali Basumatary
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Kratika Bichpuriya,Madhya Pradesh,2,Komalika Bari,Jharkhand,6,Komalika Bari
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Deepika Kumari,Jharkhand,6,Gunjan Kumari,Delhi,2,Deepika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Kondapavuluri Sri,Andhra Pradesh,0,Simranjeet Kaur,Punjab,6,Simranjeet Kaur
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Gatha Khadake,Maharashtra,7,Kirti,Haryana,3,Gatha Khadake
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Mukta Modgi,Maharashtra,2,Bhagora Bhargaviben,Gujarat,6,Bhagora Bhargaviben
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Basanti Mahato,West Bengal,5,Ruma Biswas,West Bengal,6,Ruma Biswas
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Anshika Kumari,Bihar,6,Vaishnavi Pawar,Maharashtra,4,Anshika Kumari
38th National Games Uttarakhand,Recurve Women Individual,Bronze,Ankita Bhakat,Jharkhand,6,Bhajan Kaur,Haryana,2,Ankita Bhakat
