championship_name,event,round_name,round,player_a,player_b,score_a,score_b,winner
Archery at the 2022 Asian Games,Women's individual compound,Finals,Semifinals,Ratih Zilizati Fadhly (INA),So Chae-won (KOR),142,145,So Chae-won (KOR)
Archery at the 2022 Asian Games,Women's individual compound,Finals,Gold medal match,Jyothi Surekha (IND),So Chae-won (KOR),149,145,Jyothi Surekha (IND)
Archery at the 2022 Asian Games,Women's individual compound,Finals,Bronze medal match,Aditi Swami (IND),Ratih Zilizati Fadhly (INA),146,140,Aditi Swami (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/32 eliminations,Anuradha Karunaratne (SRI),Joumana Al-Najjar (UAE),135,127,Anuradha Karunaratne (SRI)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/16 eliminations,Jyothi Surekha (IND),Anuradha Karunaratne (SRI),145,132,Jyothi Surekha (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/16 eliminations,Nichaphat Bunyapalin (THA),Fatimah Saad (IRQ),139,140,Fatimah Saad (IRQ)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/16 eliminations,Adel Zhexenbinova (KAZ),Amna Al-Awadhi (UAE),142,139,Adel Zhexenbinova (KAZ)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/16 eliminations,Battsetsegiin Batdulam (MGL),Contessa Loh (SGP),136,143,Contessa Loh (SGP)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/8 eliminations,Jyothi Surekha (IND),Fatimah Saad (IRQ),146,141,Jyothi Surekha (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,1/8 eliminations,Adel Zhexenbinova (KAZ),Contessa Loh (SGP),145,143,Adel Zhexenbinova (KAZ)
Archery at the 2022 Asian Games,Women's individual compound,Section 1,Quarterfinals,Jyothi Surekha (IND),Adel Zhexenbinova (KAZ),147,144,Jyothi Surekha (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,1/16 eliminations,Chen Yi-hsuan (TPE),Hanan Al-Mayyas (KUW),143,135,Chen Yi-hsuan (TPE)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,1/16 eliminations,Cheng Hung Ting (HKG),Amaya Cojuangco (PHI),140,145,Amaya Cojuangco (PHI)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,1/16 eliminations,Syahara Khoerunisa (INA),Puspita Zaman (BAN),145,143,Syahara Khoerunisa (INA)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,1/16 eliminations,Imayung Rai (NEP),Aditi Swami (IND),137,149,Aditi Swami (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,1/8 eliminations,Chen Yi-hsuan (TPE),Amaya Cojuangco (PHI),144 9,144 10,Amaya Cojuangco (PHI)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,1/8 eliminations,Syahara Khoerunisa (INA),Aditi Swami (IND),146,148,Aditi Swami (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 2,Quarterfinals,Amaya Cojuangco (PHI),Aditi Swami (IND),143,149,Aditi Swami (IND)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,1/16 eliminations,Oh Yoo-hyun (KOR),Reem Al-Neama (QAT),145,134,Oh Yoo-hyun (KOR)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,1/16 eliminations,Fatin Nurfatehah Mat Salleh (MAS),Kanyavee Maneesombatkul (THA),140,141,Kanyavee Maneesombatkul (THA)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,1/16 eliminations,Nguyễn Thị Hải Châu (VIE),Andrea Robles (PHI),145,136,Nguyễn Thị Hải Châu (VIE)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,1/16 eliminations,Madeleine Ong (SGP),Ratih Zilizati Fadhly (INA),137,147,Ratih Zilizati Fadhly (INA)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,1/8 eliminations,Oh Yoo-hyun (KOR),Kanyavee Maneesombatkul (THA),147,143,Oh Yoo-hyun (KOR)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,1/8 eliminations,Nguyễn Thị Hải Châu (VIE),Ratih Zilizati Fadhly (INA),142,143,Ratih Zilizati Fadhly (INA)
Archery at the 2022 Asian Games,Women's individual compound,Section 3,Quarterfinals,Oh Yoo-hyun (KOR),Ratih Zilizati Fadhly (INA),148 9,148 10,Ratih Zilizati Fadhly (INA)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,1/16 eliminations,Huang I-jou (TPE),Wong Yuk Sheung (HKG),145,139,Huang I-jou (TPE)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,1/16 eliminations,Lê Phạm Ngọc Anh (VIE),Gisa Baibordi (IRI),138 9,138 10,Gisa Baibordi (IRI)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,1/16 eliminations,Elmira Raissova (KAZ),Bonna Akter (BAN),140,141,Bonna Akter (BAN)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,1/16 eliminations,Sükhbatyn Mönkh-Erdene (MGL),So Chae-won (KOR),123,143,So Chae-won (KOR)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,1/8 eliminations,Huang I-jou (TPE),Gisa Baibordi (IRI),144 9,144 10,Gisa Baibordi (IRI)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,1/8 eliminations,Bonna Akter (BAN),So Chae-won (KOR),140,143,So Chae-won (KOR)
Archery at the 2022 Asian Games,Women's individual compound,Section 4,Quarterfinals,Gisa Baibordi (IRI),So Chae-won (KOR),144,148,So Chae-won (KOR)
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,South Korea,Uzbekistan,6,0,South Korea
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,Indonesia,Malaysia,6,2,Indonesia
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,India,Thailand,5,1,India
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,Mongolia,Japan,0,6,Japan
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,Chinese Taipei,Bangladesh,5,1,Chinese Taipei
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,North Korea,Vietnam,2,6,Vietnam
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,Kazakhstan,Iran,3,5,Iran
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,1/8 eliminations,Hong Kong,China,1,5,China
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Quarterfinals,South Korea,Indonesia,6,0,South Korea
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Quarterfinals,India,Japan,6,2,India
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Quarterfinals,Chinese Taipei,Vietnam,4,5,Vietnam
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Quarterfinals,Iran,China,2,6,China
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Semifinals,South Korea,India,6,2,South Korea
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Semifinals,Vietnam,China,2,6,China
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Gold medal match,South Korea,China,5,3,South Korea
Archery at the 2022 Asian Games,Women's team recurve,Knockout round,Bronze medal match,India,Vietnam,6,2,India
Archery at the 2022 Asian Games,Women's team compound,Knockout round,1/8 eliminations,Hong Kong,Bangladesh,225,218,Hong Kong
Archery at the 2022 Asian Games,Women's team compound,Knockout round,1/8 eliminations,Vietnam,Mongolia,228,205,Vietnam
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Quarterfinals,India,Hong Kong,231,220,India
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Quarterfinals,Kazakhstan,Indonesia,229,232,Indonesia
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Quarterfinals,Chinese Taipei,Thailand,227,226,Chinese Taipei
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Quarterfinals,Vietnam,South Korea,211,236,South Korea
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Semifinals,India,Indonesia,233,219,India
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Semifinals,Chinese Taipei,South Korea,230,224,Chinese Taipei
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Gold medal match,India,Chinese Taipei,230,229,India
Archery at the 2022 Asian Games,Women's team compound,Knockout round,Bronze medal match,Indonesia,South Korea,229,232,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,South Korea,Tajikistan,6,0,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Uzbekistan,Vietnam,2,6,Vietnam
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,India,Malaysia,6,2,India
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Mongolia,Indonesia,1,5,Indonesia
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Chinese Taipei,Philippines,6,0,Chinese Taipei
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Bangladesh,Japan,3,5,Japan
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Kazakhstan,Iran,4,5,Iran
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,1/8 eliminations,Hong Kong,China,3,5,China
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,South Korea,Vietnam,6,0,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,India,Indonesia,4,5,Indonesia
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,Chinese Taipei,Japan,4,5,Japan
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Quarterfinals,Iran,China,6,0,Iran
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Semifinals,South Korea,Indonesia,6,2,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Semifinals,Japan,Iran,6,0,Japan
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Gold medal match,South Korea,Japan,6,0,South Korea
Archery at the 2022 Asian Games,Mixed team recurve,Knockout round,Bronze medal match,Indonesia,Iran,6,2,Indonesia
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,India,United Arab Emirates,159,151,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Singapore,Malaysia,151,158,Malaysia
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Iran,Thailand,148,154,Thailand
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Hong Kong,Kazakhstan,138,153,Kazakhstan
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Chinese Taipei,Iraq,158,152,Chinese Taipei
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Philippines,Indonesia,153,156,Indonesia
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Vietnam,Bangladesh,154,153,Vietnam
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,1/8 eliminations,Mongolia,South Korea,145,155,South Korea
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,India,Malaysia,158,155,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,Thailand,Kazakhstan,152,154,Kazakhstan
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,Chinese Taipei,Indonesia,156,154,Chinese Taipei
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Quarterfinals,Vietnam,South Korea,153,158,South Korea
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Semifinals,India,Kazakhstan,159,154,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Semifinals,Chinese Taipei,South Korea,153,158,South Korea
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Gold medal match,India,South Korea,159,158,India
Archery at the 2022 Asian Games,Mixed team compound,Knockout round,Bronze medal match,Kazakhstan,Chinese Taipei,154,157,Chinese Taipei
